
Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,MhcHeadCollapse,AI_VECTOR_CORE,47,190,4.480,1789185298686092.200	,1789185298686096.680	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,191,4.520,1789185298686115.920	,1789185298686120.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,192,5.040,1789185298686141.320	,1789185298686146.360	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,193,4.600,1789185298686165.320	,1789185298686169.920	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,194,4.500,1789185298686184.540	,1789185298686189.040	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,195,4.460,1789185298686207.700	,1789185298686212.160	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,196,4.520,1789185298686227.260	,1789185298686231.780	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,197,4.540,1789185298686246.420	,1789185298686250.960	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,198,4.600,1789185298686269.700	,1789185298686274.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,199,4.480,1789185298686293.700	,1789185298686298.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,200,4.480,1789185298686317.160	,1789185298686321.640	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,201,4.520,1789185298686336.500	,1789185298686341.020	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,202,5.040,1789185298686357.980	,1789185298686363.020	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,203,4.640,1789185298686381.440	,1789185298686386.080	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,204,4.480,1789185298686400.580	,1789185298686405.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,205,4.480,1789185298686419.600	,1789185298686424.080	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,206,4.520,1789185298686438.780	,1789185298686443.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,207,5.000,1789185298686457.520	,1789185298686462.520	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,208,4.580,1789185298686477.800	,1789185298686482.380	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,209,4.460,1789185298686497.140	,1789185298686501.600	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,210,4.460,1789185298686516.320	,1789185298686520.780	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,211,4.480,1789185298686540.040	,1789185298686544.520	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,212,4.520,1789185298686560.160	,1789185298686564.680	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,213,4.640,1789185298686579.480	,1789185298686584.120	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,214,4.480,1789185298686599.260	,1789185298686603.740	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,215,4.480,1789185298686618.660	,1789185298686623.140	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,216,4.540,1789185298686637.760	,1789185298686642.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,217,4.560,1789185298686657.240	,1789185298686661.800	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,218,4.640,1789185298686676.560	,1789185298686681.200	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,219,4.500,1789185298686695.700	,1789185298686700.200	
0,N/A,EVENT_RECORD,47,220,0.020,1789185298686814.360	,1789185298686814.380	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,221,4.560,1789185298686822.700	,1789185298686827.260	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,222,4.460,1789185298686836.420	,1789185298686840.880	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,223,4.440,1789185298686847.180	,1789185298686851.620	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,224,4.440,1789185298686857.580	,1789185298686862.020	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,225,4.600,1789185298686862.060	,1789185298686866.660	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,226,4.540,1789185298686876.040	,1789185298686880.580	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,227,4.540,1789185298686885.960	,1789185298686890.500	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,228,4.540,1789185298686896.180	,1789185298686900.720	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,229,4.660,1789185298686902.260	,1789185298686906.920	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,230,4.600,1789185298686914.340	,1789185298686918.940	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,231,4.480,1789185298686924.500	,1789185298686928.980	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,232,4.520,1789185298686934.660	,1789185298686939.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,233,4.920,1789185298686944.700	,1789185298686949.620	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,234,4.600,1789185298686951.460	,1789185298686956.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,235,4.360,1789185298686964.160	,1789185298686968.520	
